ID	Exemplar	Cluster	Cluster_size
ASV_525	ASV_182	29	20
ASV_540	ASV_182	29	20
ASV_588	ASV_182	29	20
ASV_638	ASV_182	29	20
ASV_814	ASV_182	29	20
ASV_821	ASV_182	29	20
ASV_1017	ASV_182	29	20
ASV_1036	ASV_182	29	20
ASV_1313	ASV_182	29	20
ASV_1389	ASV_182	29	20
ASV_1771	ASV_182	29	20
ASV_1791	ASV_182	29	20
ASV_2060	ASV_182	29	20
ASV_191	ASV_191	30	34
ASV_212	ASV_191	30	34
ASV_276	ASV_191	30	34
ASV_297	ASV_191	30	34
ASV_373	ASV_191	30	34
ASV_483	ASV_191	30	34
ASV_544	ASV_191	30	34
ASV_550	ASV_191	30	34
ASV_777	ASV_191	30	34
ASV_791	ASV_191	30	34
ASV_800	ASV_191	30	34
ASV_847	ASV_191	30	34
ASV_943	ASV_191	30	34
ASV_1018	ASV_191	30	34
ASV_1045	ASV_191	30	34
