Family	Decrease	P_value	Comparison
Peptostreptococcaceae	-0.775844262364004	0.97388534332374	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Phaselicystidaceae	-1.21828246497816	0.99818318476698	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Phycisphaeraceae	2.77270029582681	9.02868962864984e-11	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Planococcaceae	0.0442356136671691	0.460966463904797	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Polyangiaceae	-1.16703075039662	0.995133728464415	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Promicromonosporaceae	4.73365405492611	6.01356273474916e-28	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Propionibacteriaceae	1.83210486125098	3.53314996787077e-06	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Pseudohongiellaceae	1.1217484876631	0.00331511536332701	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Pseudomonadaceae	-2.10029827534355	0.999999455549399	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Pseudonocardiaceae	2.16066087180432	3.26188737808771e-07	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Reyranellaceae	0.0218942118501388	0.480425372695736	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Rhizobiaceae	2.10447853695132	8.20704638314494e-08	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Rhizobiales_Incertae_Sedis	0.933579910015595	0.023282711414962	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Rhodanobacteraceae	0.021978830447452	0.477022699701841	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Rhodobacteraceae	0.453025523387907	0.155307688606187	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Rhodocyclaceae	1.37711781820137	0.000313623220003886	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Roseiflexaceae	1.06641116587167	0.00473229332131428	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Rubrobacteriaceae	3.84992464128469	2.06856406040651e-20	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Saccharimonadaceae	4.23771035634738	6.22799100340347e-26	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Salisediminibacteriaceae	0.523302605618994	0.0962780467431412	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Sandaracinaceae	0.871236986512102	0.0137334886199986	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Saprospiraceae	-1.33632617240102	0.999305525837244	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
SC-I-84	3.74518366215302	1.5174741144927e-19	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Solibacteraceae	-0.402166033020421	0.838492656526474	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Solimonadaceae	-0.566278946638434	0.918269063372841	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Solirubrobacteraceae	2.24816333614845	8.76718372976867e-09	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Sphingomonadaceae	5.92692628405983	3.1623429301643e-48	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Sporichthyaceae	1.9832615854711	8.22668583157592e-06	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Staphylococcaceae	0.0120666571143886	0.488726167180436	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Steroidobacteraceae	2.48901270617517	2.93749835038644e-09	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Streptomycetaceae	-1.10931173009367	0.996214620774232	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Streptosporangiaceae	-3.00002659200506	0.999999999999329	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Sutterellaceae	0.107935356135371	0.399197171536366	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Thermoanaerobaculaceae	1.99603556164789	6.56910720435767e-07	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Thermomonosporaceae	-0.28202724203193	0.748743887668484	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
TRA3-20	3.23733553527671	2.61318332743784e-16	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Unknown_Family	0.300816731952921	0.238853878378406	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Xanthobacteraceae	0.867643153068627	0.0204582499713015	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
Xanthomonadaceae	3.51027383918886	9.40177249625191e-18	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere
67-14	0.73631944410306	0.0430773839047697	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
A21b	-2.41540558904785	0.999999992060747	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
A4b	-2.28070733355622	0.999999966018846	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Acidobacteriaceae_(Subgroup_1)	-3.2174141211627	0.999999999999997	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Acidobacteriae_fa	-2.95475687757911	0.999999999998891	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Acidothermaceae	1.19274211054926	0.00529342025473226	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
AKYH767	-3.03310844244726	0.999999999999492	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Alcaligenaceae	-2.1917267479474	0.999999993996758	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Alicyclobacillaceae	-2.15055057350699	0.999999913400407	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
B1-7BS	-4.16984281288777	1	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Bacillaceae	-4.77510336275117	1	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Bacteriovoracaceae	-0.991738226096601	0.990823538024798	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Bdellovibrionaceae	1.66090969113878	5.78783461570065e-05	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Beijerinckiaceae	-3.59496296349778	1	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
BIrii41	-2.56799723534664	0.999999998789498	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Bryobacteraceae	0.58699836664681	0.0722530989684141	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Burkholderiaceae	-2.73894444034931	0.999999999894867	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Catenulisporaceae	-0.24451025241035	0.704888123157989	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Caulobacteraceae	2.49230497403531	3.96538334862533e-10	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Cellulomonadaceae	-1.35089030282842	0.999210345041076	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Cellvibrionaceae	-1.04921587805171	0.995410979897451	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Chitinophagaceae	-0.699439714994099	0.947017830739605	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Chloroflexaceae	0.88042241699435	0.0152306740266347	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Clostridiaceae	-3.67988514186155	1	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Comamonadaceae	16.0085859558822	1.67887608086332e-233	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Crocinitomicaceae	-3.31638897985519	1	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Cytophagaceae	-3.37691932121541	1	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Deinococcaceae	-2.5367272891524	0.999999999254958	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Devosiaceae	-0.251325303493019	0.714037443693981	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Dongiaceae	2.15341520046525	5.38062078230429e-08	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Enterobacteriaceae	-2.58803236884748	0.999999998934045	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Entotheonellaceae	-1.7145969599141	0.99998860752778	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
env.OPS_17	-2.02113854425394	0.99999889781108	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Erwiniaceae	-1.85653869627254	0.999986455022095	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Fibrobacteraceae	-3.16377791873811	1	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Flavobacteriaceae	0.936800296719639	0.0126538550748529	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Frankiaceae	-1.53286433973105	0.999939626978401	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Gaiellaceae	-1.12898246100283	0.996777319336754	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Geminicoccaceae	1.44609917019781	0.000332776673082999	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Gemmatimonadaceae	3.17765236640759	1.29284292673013e-14	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Geobacteraceae	-0.952130210213198	0.985340071057166	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Geodermatophilaceae	-3.44063255278468	1	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Glycomycetaceae	-1.24560938298569	0.998542037856077	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Gracilibacteraceae	-1.64739001845712	0.99995691223676	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Haliangiaceae	3.30152793480823	3.74732098508757e-15	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Herpetosiphonaceae	-0.0909513627465515	0.589345731695488	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Hymenobacteraceae	-5.06730328115196	1	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Hyphomicrobiaceae	-1.6483396960528	0.999977460718269	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Hyphomonadaceae	-2.05764406394866	0.999999602718955	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Iamiaceae	-0.937012149713809	0.987124178423744	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Ilumatobacteraceae	2.18830362852304	2.68835958449501e-07	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Intrasporangiaceae	-1.57020737217863	0.999871313289144	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
KF-JG30-B3	-1.21353710564409	0.998959715206202	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Kineosporiaceae	-5.35567348940762	1	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Latescibacteraceae	-1.9750463748081	0.999996867508354	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Leptospiraceae	0.171709547185799	0.329770372875932	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Methyloligellaceae	-0.161092638971013	0.640457602849507	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Methylophilaceae	-0.299809834849896	0.752038251208296	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Microbacteriaceae	-3.42734822681996	0.999999999999996	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Micrococcaceae	-1.71606784280081	0.999919228169457	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Micromonosporaceae	-0.654474436002658	0.938999328563468	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Micropepsaceae	-0.722360351775905	0.951791684867996	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Microscillaceae	3.1329993481672	5.93333567471418e-13	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Microtrichaceae	0.198526100265155	0.314566158399706	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Mitochondria	1.58519890442312	0.000304052855096597	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Moraxellaceae	-0.18473160507267	0.664943947312368	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Mycobacteriaceae	-4.28876016210941	1	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Myxococcaceae	-1.29951774165073	0.998484942136126	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Nakamurellaceae	0.689573186471335	0.05829583291508	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Nannocystaceae	-1.74543726650796	0.999993786929646	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Nitrosomonadaceae	0.875062280194243	0.0216746898806263	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Nitrososphaeraceae	-1.25219811756077	0.998378691097708	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Nitrospiraceae	-1.27784047141409	0.998431934025757	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Nocardiaceae	-1.08582883538884	0.992534650800035	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Nocardioidaceae	0.300119351423689	0.238016029665155	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
NS9_marine_group	-1.66594696385764	0.999787333678347	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Oligoflexales_fa	-0.529814081303641	0.912159655310848	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Oxalobacteraceae	14.2317379449355	4.87674295552315e-200	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Paenibacillaceae	-1.74110163915529	0.999976370705107	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Pedosphaeraceae	3.60548411129506	4.84534471071193e-20	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Peptostreptococcaceae	-0.85900583405396	0.981725222822751	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Phaselicystidaceae	0.701682961536847	0.0569401479688183	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Phycisphaeraceae	0.339469316044813	0.217971673454026	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Planococcaceae	-5.41076365406073	1	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Polyangiaceae	-1.02584340859462	0.996245692633296	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Promicromonosporaceae	0.51946648737129	0.120488623586331	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Propionibacteriaceae	-1.12938443102757	0.997754017831841	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Pseudohongiellaceae	-0.322041315770889	0.774949118194831	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Pseudomonadaceae	1.89749224137418	1.85597221057747e-06	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Pseudonocardiaceae	0.263574689653893	0.255082492700147	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Reyranellaceae	-4.78075451198129	1	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Rhizobiaceae	-2.60602309231089	0.999999999980305	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Rhizobiales_Incertae_Sedis	-1.02461483138137	0.994002409975264	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Rhodanobacteraceae	0.749744090869541	0.0413593752692566	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Rhodobacteraceae	-2.1346199818299	0.999999715638493	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Rhodocyclaceae	-0.925737744159591	0.98926141438202	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Roseiflexaceae	6.57464653081533	1.06983083977014e-61	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Rubrobacteriaceae	-1.61435714128149	0.999929124762342	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Saccharimonadaceae	-2.88717600224285	0.999999999999242	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Salisediminibacteriaceae	-2.04266197842131	0.999998815576051	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Sandaracinaceae	0.246012410575418	0.284130103790543	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Saprospiraceae	-2.0229335648996	0.999997500394118	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
SC-I-84	1.45146266374678	0.000249855245859196	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Solibacteraceae	5.8175252911085	1.45282526066283e-37	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Solimonadaceae	0.22071781890341	0.298316531567857	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Solirubrobacteraceae	-1.78707135566754	0.999973357696999	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Sphingomonadaceae	3.91036766342617	1.99559240182341e-22	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Sporichthyaceae	-1.77698428280934	0.999991521861709	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Staphylococcaceae	-1.61469090908076	0.999877820650052	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Steroidobacteraceae	-1.13921308613567	0.997988678732294	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Streptomycetaceae	1.69135608137293	3.27747419668306e-05	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Streptosporangiaceae	-1.9952298729788	0.999998718048016	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Sutterellaceae	-1.93776520956712	0.999999414359899	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Thermoanaerobaculaceae	0.594794439326051	0.0668032775334887	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Thermomonosporaceae	0.95776005323782	0.0134479875323051	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
TRA3-20	0.251687370951259	0.280371369259606	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Unknown_Family	-2.03683854480869	0.999995442664997	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Xanthobacteraceae	3.93575317931686	1.19662773764084e-20	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
Xanthomonadaceae	2.47873731712795	1.25160888354541e-08	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere
67-14	0.0101058438851354	0.490302399904201	arabidopsis_thaliana_rhizosphere_vs_CAS
A21b	-1.07021419661796	0.995730179114525	arabidopsis_thaliana_rhizosphere_vs_CAS
A4b	2.00831830972338	1.70602801760765e-06	arabidopsis_thaliana_rhizosphere_vs_CAS
Acidobacteriaceae_(Subgroup_1)	-1.48431628830819	0.999767343339544	arabidopsis_thaliana_rhizosphere_vs_CAS
Acidobacteriae_fa	1.85905559803737	1.0434420685764e-05	arabidopsis_thaliana_rhizosphere_vs_CAS
Acidothermaceae	-1.46222192991404	0.999621087729303	arabidopsis_thaliana_rhizosphere_vs_CAS
AKYH767	-2.68465730208562	0.999999999866393	arabidopsis_thaliana_rhizosphere_vs_CAS
Alcaligenaceae	-1.26656457932697	0.998544426600878	arabidopsis_thaliana_rhizosphere_vs_CAS
Alicyclobacillaceae	0.685554736192401	0.0555032228084659	arabidopsis_thaliana_rhizosphere_vs_CAS
B1-7BS	-0.613932561586687	0.925540944442192	arabidopsis_thaliana_rhizosphere_vs_CAS
Bacillaceae	-0.923675243589372	0.979107174959266	arabidopsis_thaliana_rhizosphere_vs_CAS
Bacteriovoracaceae	-2.53884332155665	0.999999999274478	arabidopsis_thaliana_rhizosphere_vs_CAS
Bdellovibrionaceae	1.28581569385299	0.000981416004486567	arabidopsis_thaliana_rhizosphere_vs_CAS
Beijerinckiaceae	-0.725705292977779	0.958562873321689	arabidopsis_thaliana_rhizosphere_vs_CAS
BIrii41	-1.18281037180639	0.99775978269776	arabidopsis_thaliana_rhizosphere_vs_CAS
Bryobacteraceae	-1.66340629939103	0.999868593918245	arabidopsis_thaliana_rhizosphere_vs_CAS
Burkholderiaceae	-1.56463888331697	0.999866806099238	arabidopsis_thaliana_rhizosphere_vs_CAS
Catenulisporaceae	-3.33003662115774	0.99999999999999	arabidopsis_thaliana_rhizosphere_vs_CAS
Caulobacteraceae	3.03354432424913	2.36116075005476e-13	arabidopsis_thaliana_rhizosphere_vs_CAS
Cellulomonadaceae	-0.402336778286909	0.834075620215109	arabidopsis_thaliana_rhizosphere_vs_CAS
Cellvibrionaceae	-0.941049664375484	0.980969966374221	arabidopsis_thaliana_rhizosphere_vs_CAS
Chitinophagaceae	2.59770906021682	1.66080326996981e-10	arabidopsis_thaliana_rhizosphere_vs_CAS
Chloroflexaceae	-1.03796715866874	0.992650852332203	arabidopsis_thaliana_rhizosphere_vs_CAS
Clostridiaceae	-0.992258895451222	0.988284647075512	arabidopsis_thaliana_rhizosphere_vs_CAS
Comamonadaceae	3.75935596250176	4.30921239309441e-17	arabidopsis_thaliana_rhizosphere_vs_CAS
Crocinitomicaceae	2.72115290190663	7.19329857155428e-11	arabidopsis_thaliana_rhizosphere_vs_CAS
Cytophagaceae	-0.438857320541707	0.851905268887679	arabidopsis_thaliana_rhizosphere_vs_CAS
Deinococcaceae	-0.0774201798367713	0.571060183375732	arabidopsis_thaliana_rhizosphere_vs_CAS
Devosiaceae	-1.29219004113582	0.998347627777832	arabidopsis_thaliana_rhizosphere_vs_CAS
Dongiaceae	1.83797383801652	3.80205778562892e-06	arabidopsis_thaliana_rhizosphere_vs_CAS
Enterobacteriaceae	-0.750422921052269	0.955289225866182	arabidopsis_thaliana_rhizosphere_vs_CAS
Entotheonellaceae	3.42990703797861	5.58674112992602e-16	arabidopsis_thaliana_rhizosphere_vs_CAS
env.OPS_17	-3.8971790286156	1	arabidopsis_thaliana_rhizosphere_vs_CAS
Erwiniaceae	0.285309681217953	0.249211333289621	arabidopsis_thaliana_rhizosphere_vs_CAS
Fibrobacteraceae	0.5393043577184	0.0957946069363857	arabidopsis_thaliana_rhizosphere_vs_CAS
Flavobacteriaceae	-0.235545123716214	0.703590582496472	arabidopsis_thaliana_rhizosphere_vs_CAS
Frankiaceae	-2.52506624115301	0.999999988381798	arabidopsis_thaliana_rhizosphere_vs_CAS
Gaiellaceae	-2.22574233298887	0.999999825603757	arabidopsis_thaliana_rhizosphere_vs_CAS
Geminicoccaceae	-3.48778899280224	0.99999999999999	arabidopsis_thaliana_rhizosphere_vs_CAS
Gemmatimonadaceae	-0.030695583443098	0.530644800854139	arabidopsis_thaliana_rhizosphere_vs_CAS
Geobacteraceae	-1.62060170329533	0.999950615474525	arabidopsis_thaliana_rhizosphere_vs_CAS
Geodermatophilaceae	3.46082739260566	2.26615936939201e-15	arabidopsis_thaliana_rhizosphere_vs_CAS
Glycomycetaceae	0.0399557013079601	0.461160586747381	arabidopsis_thaliana_rhizosphere_vs_CAS
Gracilibacteraceae	-1.47924991624595	0.999739996330158	arabidopsis_thaliana_rhizosphere_vs_CAS
Haliangiaceae	0.79768437192579	0.0232554540575482	arabidopsis_thaliana_rhizosphere_vs_CAS
Herpetosiphonaceae	-4.49241881523879	1	arabidopsis_thaliana_rhizosphere_vs_CAS
Hymenobacteraceae	0.32039902367142	0.226723425480654	arabidopsis_thaliana_rhizosphere_vs_CAS
Hyphomicrobiaceae	2.9904427830712	1.83719886023766e-12	arabidopsis_thaliana_rhizosphere_vs_CAS
Hyphomonadaceae	-0.121382020315842	0.614225960803864	arabidopsis_thaliana_rhizosphere_vs_CAS
Iamiaceae	0.455838452435223	0.163725730908708	arabidopsis_thaliana_rhizosphere_vs_CAS
Ilumatobacteraceae	-1.99499970304507	0.999999784976804	arabidopsis_thaliana_rhizosphere_vs_CAS
Intrasporangiaceae	-0.209140821312317	0.681936935209498	arabidopsis_thaliana_rhizosphere_vs_CAS
KF-JG30-B3	-0.594762732714884	0.922420914418237	arabidopsis_thaliana_rhizosphere_vs_CAS
Kineosporiaceae	0.412812124045267	0.160593667541624	arabidopsis_thaliana_rhizosphere_vs_CAS
Latescibacteraceae	-0.842664591237209	0.967357333129882	arabidopsis_thaliana_rhizosphere_vs_CAS
Leptospiraceae	0.451725646031349	0.142322586788089	arabidopsis_thaliana_rhizosphere_vs_CAS
Methyloligellaceae	-0.334240628793232	0.786023754260907	arabidopsis_thaliana_rhizosphere_vs_CAS
Methylophilaceae	-0.197360982747995	0.672861719061778	arabidopsis_thaliana_rhizosphere_vs_CAS
