Family	Decrease	P_value	Comparison
Clostridiaceae	10.3871692366003	3.06657516819394e-61	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Comamonadaceae	8.71052644892772	7.45233467476649e-54	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Crocinitomicaceae	4.6732866555205	3.02883944523103e-15	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Cytophagaceae	1.44643673479672	0.00545478289093981	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Deinococcaceae	8.0539705905317	1.93235614564402e-34	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Devosiaceae	3.00238807053461	5.06717073968852e-07	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Dongiaceae	4.33661315921616	1.06740617427449e-11	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Enterobacteriaceae	3.79258500686817	5.31311170302086e-10	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Entotheonellaceae	5.56004223837865	1.62076741062099e-19	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
env.OPS_17	1.10858810168155	0.0298179214161293	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Erwiniaceae	2.80635823761976	1.77323076541899e-06	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Fibrobacteraceae	9.78575565173764	3.17753166850856e-55	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Flavobacteriaceae	8.35222757589505	1.59662772996974e-43	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Frankiaceae	7.81119185671779	3.12884869350193e-30	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Gaiellaceae	3.53553334283356	6.75314724485927e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Geminicoccaceae	6.38129585069192	6.67806647000888e-23	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Gemmatimonadaceae	7.53970013277787	6.42613383278555e-38	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Geobacteraceae	8.00735601099336	6.87425585108122e-39	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Geodermatophilaceae	8.56410265764877	8.11893684524767e-39	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Glycomycetaceae	4.71839168423436	1.18100117532019e-14	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Gracilibacteraceae	4.70366900059935	3.51821311892425e-17	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Haliangiaceae	0.985825706926072	0.049643195181177	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Herpetosiphonaceae	1.68875743153775	0.00470035422650318	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Hymenobacteraceae	4.38950197340369	4.98345471581299e-11	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Hyphomicrobiaceae	-4.31853572594958	0.999999999999617	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Hyphomonadaceae	3.43447493518354	1.07739537350549e-08	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Iamiaceae	4.53635383975438	3.09437598822861e-14	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Ilumatobacteraceae	5.08819244010795	3.9336114765274e-18	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Intrasporangiaceae	4.23498716164813	6.39423205970157e-11	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
KF-JG30-B3	0.926497086532564	0.0594667793645342	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Kineosporiaceae	6.66024148048535	8.39973960977785e-29	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Latescibacteraceae	1.8578562442156	0.000814331107140426	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Leptospiraceae	1.45801143939045	0.0082838693635244	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Methyloligellaceae	6.6135000969241	1.42766640277887e-24	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Methylophilaceae	8.76465363518294	9.14906303008966e-45	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Microbacteriaceae	1.57536060639656	0.00758630905709739	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Micrococcaceae	1.74615401442654	0.00167375925888379	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Micromonosporaceae	8.63228265372454	2.41519287181174e-44	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Micropepsaceae	7.05416448318861	3.65824367261176e-27	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Microscillaceae	6.39525030713688	3.57373278516219e-25	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Microtrichaceae	-1.56696305805117	0.995596331300475	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Mitochondria	2.4223900560559	1.69924779575968e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Moraxellaceae	-1.22323628802318	0.979787006515438	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Mycobacteriaceae	7.69829418068899	5.68247379722089e-33	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Myxococcaceae	5.39250794081494	1.8657218126522e-18	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Nakamurellaceae	6.76415845460222	1.04350439336306e-27	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Nannocystaceae	3.09359836175233	3.3088097919786e-06	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Nitrosomonadaceae	5.10792028090462	8.96232140770551e-15	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Nitrososphaeraceae	7.91124139408205	4.17586930262975e-31	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Nitrospiraceae	7.10773921157156	4.51034567047243e-30	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Nocardiaceae	2.56536766278236	1.14349001374815e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Nocardioidaceae	3.18930390368303	1.2896844269606e-06	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
NS9_marine_group	5.48390637170269	2.71380387075445e-16	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Oligoflexales_fa	3.24334275095845	2.54962054939913e-08	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Oxalobacteraceae	13.7844254306678	2.36532571133564e-108	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Paenibacillaceae	2.8260537697015	4.0486991467835e-06	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Pedosphaeraceae	5.2099544764602	1.07132323864586e-15	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Peptostreptococcaceae	1.8915721105444	0.00264983441913693	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Phaselicystidaceae	0.179032481916359	0.384668005293764	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Phycisphaeraceae	2.54517190085548	5.67450164234281e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Planococcaceae	3.34059503330167	3.1870169007773e-07	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Polyangiaceae	8.38793478060292	3.9191783282893e-35	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Promicromonosporaceae	6.92404654334285	6.88239218703012e-28	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Propionibacteriaceae	4.42885585206766	3.29601547693237e-12	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Pseudohongiellaceae	2.73488598957248	3.4568671821021e-05	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Pseudomonadaceae	7.07128818993053	8.82966301783329e-29	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Pseudonocardiaceae	5.70457764152847	7.10901807715083e-18	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Reyranellaceae	-0.53920403409716	0.796702905559498	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Rhizobiaceae	6.77621665710249	4.88982863378118e-30	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Rhizobiales_Incertae_Sedis	7.81005274554283	2.61609180494856e-34	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Rhodanobacteraceae	3.65964471165506	1.59888171481868e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Rhodobacteraceae	4.84095352395374	5.79886365173487e-15	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Rhodocyclaceae	5.5703056934917	2.6206619492129e-16	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Roseiflexaceae	6.21567655451845	4.43453910504693e-23	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Rubrobacteriaceae	3.48214487436079	1.7489305011047e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Saccharimonadaceae	3.03918982069528	5.86253883032519e-07	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Salisediminibacteriaceae	4.49917016937225	1.91066696676084e-13	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Sandaracinaceae	-1.39213645019289	0.984207269544179	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Saprospiraceae	2.73305936725067	7.0275960200488e-06	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
SC-I-84	2.83611939752509	2.70701555935013e-06	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Solibacteraceae	11.2201199713761	2.18846663773372e-68	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Solimonadaceae	2.01769566747002	0.000661605856186274	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Solirubrobacteraceae	3.59420799701844	7.45757862853641e-09	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Sphingomonadaceae	6.63273697756166	3.26828865779406e-35	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Sporichthyaceae	5.99916002029502	2.10552461866308e-26	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Staphylococcaceae	4.35159865518941	5.97420906752692e-15	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Steroidobacteraceae	7.41763258186018	3.55966612116162e-37	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Streptomycetaceae	1.25955495830895	0.017283791446241	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Streptosporangiaceae	0.597136154174876	0.181671452359043	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Sutterellaceae	7.08086969528608	3.97061743316085e-28	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Thermoanaerobaculaceae	3.3448797141176	6.67124701271247e-08	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Thermomonosporaceae	0.854336190761337	0.0817974610403683	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
TRA3-20	5.30952979361145	2.63928552145414e-17	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Unknown_Family	8.41167612886835	2.90392944024852e-40	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Xanthobacteraceae	6.50603001339125	1.45024524275794e-24	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
Xanthomonadaceae	3.30878670384517	1.17606172143514e-08	arabidopsis_thaliana_root_vs_lotus_japonicus_rhizosphere
67-14	1.73793208774026	0.000168360403030199	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
A21b	3.98476217031481	3.55512527268884e-18	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
A4b	4.2548847861214	3.28426799891453e-17	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Acidobacteriaceae_(Subgroup_1)	2.0999521216645	3.45133197325002e-06	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Acidobacteriae_fa	3.15095019397211	1.37685686406118e-11	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Acidothermaceae	-0.838037441781097	0.96220290966276	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
AKYH767	-1.30067765872684	0.997143772007118	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Alcaligenaceae	0.930726411870879	0.020184300904396	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Alicyclobacillaceae	2.41445782490702	7.97299519580149e-08	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
B1-7BS	3.38713494158512	1.64904857128938e-13	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Bacillaceae	-4.16765410209771	1	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Bacteriovoracaceae	3.52723377713353	2.95789292713156e-14	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Bdellovibrionaceae	2.68952334984634	1.56580807887994e-08	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Beijerinckiaceae	5.06997723992159	1.18761535376944e-28	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
BIrii41	4.47945443818799	1.19885020955349e-21	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Bryobacteraceae	2.44644553492603	1.89778724602556e-08	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Burkholderiaceae	3.62363974438374	4.39478087237809e-15	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Catenulisporaceae	5.88560170059848	4.19529347692752e-36	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Caulobacteraceae	7.44074118342832	2.45628815839477e-52	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cellulomonadaceae	1.0509035102661	0.0130806124320437	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cellvibrionaceae	3.76910903607339	4.37906531636545e-15	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Chitinophagaceae	5.20674364677215	7.59757967713174e-32	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Chloroflexaceae	2.23350770475588	3.64530097934522e-07	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Clostridiaceae	1.1425050596397	0.0084928174664133	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Comamonadaceae	16.0273026635859	4.91799603086946e-245	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Crocinitomicaceae	2.94017064368298	4.35219816343874e-10	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Cytophagaceae	1.64511643041921	0.000277095480251572	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Deinococcaceae	4.49674365058346	4.09631502049328e-23	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Devosiaceae	2.98439829292356	4.07063899871977e-11	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Dongiaceae	1.58781451540673	7.73765699403738e-05	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Enterobacteriaceae	4.97401436843233	5.22869450168187e-28	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Entotheonellaceae	0.971257145818655	0.0221544959952741	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
env.OPS_17	4.4935042148246	1.68110631722496e-21	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Erwiniaceae	3.39608687632214	1.72457304654557e-15	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Fibrobacteraceae	5.01631247145269	1.4318696498739e-24	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Flavobacteriaceae	7.81910911162353	3.0489404888934e-56	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Frankiaceae	0.625339525115663	0.0781287198525976	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Gaiellaceae	4.13235354743217	1.9773421379059e-21	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Geminicoccaceae	2.37478866020084	4.39035337683353e-08	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Gemmatimonadaceae	1.67482094426073	0.000116645397966329	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Geobacteraceae	1.82995545281959	5.19037815958542e-05	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Geodermatophilaceae	1.25514570222411	0.00311045964996086	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Glycomycetaceae	2.30971369878858	6.24784201824124e-08	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Gracilibacteraceae	0.699199539847683	0.0698130491281264	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Haliangiaceae	5.76521723797919	3.30886939105729e-37	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Herpetosiphonaceae	1.55131463260987	0.00109633878504908	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Hymenobacteraceae	2.19155467724265	2.31679158280905e-07	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Hyphomicrobiaceae	-1.34909599031445	0.998357038054871	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Hyphomonadaceae	4.60040807330578	1.09336728467961e-22	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Iamiaceae	3.67973089357727	1.79252548520685e-16	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Ilumatobacteraceae	3.14518614738506	3.24176918713741e-11	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Intrasporangiaceae	4.31586248293955	1.225698826118e-21	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
KF-JG30-B3	1.12771802616929	0.00766141934356553	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Kineosporiaceae	1.53905423272886	0.000207541437348558	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Latescibacteraceae	6.57025958752268	1.94088071146174e-47	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Leptospiraceae	4.17353144841851	5.08115102879708e-20	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Methyloligellaceae	1.36712782028741	0.00112271260084779	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Methylophilaceae	7.78243675097988	2.86472447168902e-61	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Microbacteriaceae	2.7326878270277	1.12433599692656e-09	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Micrococcaceae	0.576973426798318	0.0849913808887563	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Micromonosporaceae	4.8015458242876	2.23583047984613e-26	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Micropepsaceae	1.43670928951053	0.00121028002332454	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Microscillaceae	8.03803122023623	6.85493792861777e-59	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Microtrichaceae	1.59800684820129	0.000189116176958798	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Mitochondria	4.02863912838274	2.87620543262432e-20	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Moraxellaceae	0.288558250585282	0.29433513149386	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Mycobacteriaceae	1.476332013052	0.000810756849007729	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Myxococcaceae	-1.04526776425155	0.991243034512818	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Nakamurellaceae	0.553268339725363	0.118604481451027	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Nannocystaceae	2.96888093032906	7.63321188682092e-11	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Nitrosomonadaceae	1.31513631345659	0.00114609371212939	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Nitrososphaeraceae	-2.14516357649286	0.999997124101324	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Nitrospiraceae	-0.224135349196942	0.694186294202158	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Nocardiaceae	3.15021556410467	2.82718805324594e-11	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Nocardioidaceae	5.15892873745527	2.5327486758151e-32	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
NS9_marine_group	-0.679282674473782	0.925399928716393	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Oligoflexales_fa	1.29385655975454	0.00224794890041248	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
Oxalobacteraceae	14.1634164453069	1.20305943451445e-170	arabidopsis_thaliana_root_vs_chlamydomonas_reinhardtii_phycosphere
