Family	Decrease	Comparison	Color
Microscillaceae	3.05696224521365	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Microtrichaceae	0.162218172314468	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Mitochondria	0.0783846920462707	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Moraxellaceae	-3.2732253265316	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Mycobacteriaceae	4.36814291497242	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Myxococcaceae	0.564915853351252	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Nakamurellaceae	1.71609443070119	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Nannocystaceae	0.066053463462211	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Nitrosomonadaceae	-1.30124486246456	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Nitrososphaeraceae	0.781422983701788	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Nitrospiraceae	0.748078875033627	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Nocardiaceae	0.725602449355122	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Nocardioidaceae	2.0537894902087	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
NS9_marine_group	-1.94359178639326	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Oligoflexales_fa	0.427746566236991	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Oxalobacteraceae	3.0229665867549	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Paenibacillaceae	1.47780938415228	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Pedosphaeraceae	1.18689771667243	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Peptostreptococcaceae	-0.775844262364004	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Phaselicystidaceae	-1.21828246497816	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Phycisphaeraceae	2.77270029582681	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Planococcaceae	0.0442356136671691	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Polyangiaceae	-1.16703075039662	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Promicromonosporaceae	4.73365405492611	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Propionibacteriaceae	1.83210486125098	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Pseudohongiellaceae	1.1217484876631	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Pseudomonadaceae	-2.10029827534355	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Pseudonocardiaceae	2.16066087180432	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Reyranellaceae	0.0218942118501388	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Rhizobiaceae	2.10447853695132	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Rhizobiales_Incertae_Sedis	0.933579910015595	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Rhodanobacteraceae	0.021978830447452	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Rhodobacteraceae	0.453025523387907	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Rhodocyclaceae	1.37711781820137	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Roseiflexaceae	1.06641116587167	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Rubrobacteriaceae	3.84992464128469	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Saccharimonadaceae	4.23771035634738	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Salisediminibacteriaceae	0.523302605618994	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Sandaracinaceae	0.871236986512102	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Saprospiraceae	-1.33632617240102	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
SC-I-84	3.74518366215302	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Solibacteraceae	-0.402166033020421	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Solimonadaceae	-0.566278946638434	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Solirubrobacteraceae	2.24816333614845	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Sphingomonadaceae	5.92692628405983	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Sporichthyaceae	1.9832615854711	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Staphylococcaceae	0.0120666571143886	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Steroidobacteraceae	2.48901270617517	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Streptomycetaceae	-1.10931173009367	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Streptosporangiaceae	-3.00002659200506	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Sutterellaceae	0.107935356135371	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Thermoanaerobaculaceae	1.99603556164789	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Thermomonosporaceae	-0.28202724203193	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
TRA3-20	3.23733553527671	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Unknown_Family	0.300816731952921	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Xanthobacteraceae	0.867643153068627	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
Xanthomonadaceae	3.51027383918886	arabidopsis_thaliana_rhizosphere_vs_lotus_japonicus_rhizosphere	Others
67-14	0.73631944410306	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
A21b	-2.41540558904785	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
A4b	-2.28070733355622	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Acidobacteriaceae_(Subgroup_1)	-3.2174141211627	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Acidobacteriae_fa	-2.95475687757911	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Acidothermaceae	1.19274211054926	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
AKYH767	-3.03310844244726	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Alcaligenaceae	-2.1917267479474	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Alicyclobacillaceae	-2.15055057350699	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
B1-7BS	-4.16984281288777	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Bacillaceae	-4.77510336275117	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Bacteriovoracaceae	-0.991738226096601	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Bdellovibrionaceae	1.66090969113878	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Beijerinckiaceae	-3.59496296349778	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
BIrii41	-2.56799723534664	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Bryobacteraceae	0.58699836664681	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Burkholderiaceae	-2.73894444034931	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Catenulisporaceae	-0.24451025241035	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Caulobacteraceae	2.49230497403531	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cellulomonadaceae	-1.35089030282842	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cellvibrionaceae	-1.04921587805171	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Chitinophagaceae	-0.699439714994099	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Chloroflexaceae	0.88042241699435	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Clostridiaceae	-3.67988514186155	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Comamonadaceae	16.0085859558822	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Crocinitomicaceae	-3.31638897985519	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cytophagaceae	-3.37691932121541	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Deinococcaceae	-2.5367272891524	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Devosiaceae	-0.251325303493019	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Dongiaceae	2.15341520046525	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Enterobacteriaceae	-2.58803236884748	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Entotheonellaceae	-1.7145969599141	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
env.OPS_17	-2.02113854425394	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Erwiniaceae	-1.85653869627254	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Fibrobacteraceae	-3.16377791873811	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Flavobacteriaceae	0.936800296719639	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Frankiaceae	-1.53286433973105	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Gaiellaceae	-1.12898246100283	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Geminicoccaceae	1.44609917019781	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Gemmatimonadaceae	3.17765236640759	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Geobacteraceae	-0.952130210213198	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Geodermatophilaceae	-3.44063255278468	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Glycomycetaceae	-1.24560938298569	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Gracilibacteraceae	-1.64739001845712	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Haliangiaceae	3.30152793480823	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Herpetosiphonaceae	-0.0909513627465515	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Hymenobacteraceae	-5.06730328115196	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Hyphomicrobiaceae	-1.6483396960528	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Hyphomonadaceae	-2.05764406394866	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Iamiaceae	-0.937012149713809	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Ilumatobacteraceae	2.18830362852304	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Intrasporangiaceae	-1.57020737217863	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
KF-JG30-B3	-1.21353710564409	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Kineosporiaceae	-5.35567348940762	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Latescibacteraceae	-1.9750463748081	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Leptospiraceae	0.171709547185799	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Methyloligellaceae	-0.161092638971013	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Methylophilaceae	-0.299809834849896	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Microbacteriaceae	-3.42734822681996	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Micrococcaceae	-1.71606784280081	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Micromonosporaceae	-0.654474436002658	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Micropepsaceae	-0.722360351775905	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Microscillaceae	3.1329993481672	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Microtrichaceae	0.198526100265155	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Mitochondria	1.58519890442312	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Moraxellaceae	-0.18473160507267	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Mycobacteriaceae	-4.28876016210941	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Myxococcaceae	-1.29951774165073	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Nakamurellaceae	0.689573186471335	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Nannocystaceae	-1.74543726650796	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Nitrosomonadaceae	0.875062280194243	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Nitrososphaeraceae	-1.25219811756077	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Nitrospiraceae	-1.27784047141409	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Nocardiaceae	-1.08582883538884	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Nocardioidaceae	0.300119351423689	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
NS9_marine_group	-1.66594696385764	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Oligoflexales_fa	-0.529814081303641	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Oxalobacteraceae	14.2317379449355	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Paenibacillaceae	-1.74110163915529	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Pedosphaeraceae	3.60548411129506	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Peptostreptococcaceae	-0.85900583405396	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Phaselicystidaceae	0.701682961536847	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Phycisphaeraceae	0.339469316044813	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Planococcaceae	-5.41076365406073	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Polyangiaceae	-1.02584340859462	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Promicromonosporaceae	0.51946648737129	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Propionibacteriaceae	-1.12938443102757	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Pseudohongiellaceae	-0.322041315770889	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Pseudomonadaceae	1.89749224137418	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Pseudonocardiaceae	0.263574689653893	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Reyranellaceae	-4.78075451198129	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Rhizobiaceae	-2.60602309231089	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Rhizobiales_Incertae_Sedis	-1.02461483138137	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Rhodanobacteraceae	0.749744090869541	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Rhodobacteraceae	-2.1346199818299	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Rhodocyclaceae	-0.925737744159591	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Roseiflexaceae	6.57464653081533	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Rubrobacteriaceae	-1.61435714128149	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Saccharimonadaceae	-2.88717600224285	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Salisediminibacteriaceae	-2.04266197842131	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Sandaracinaceae	0.246012410575418	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Saprospiraceae	-2.0229335648996	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
SC-I-84	1.45146266374678	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Solibacteraceae	5.8175252911085	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Solimonadaceae	0.22071781890341	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Solirubrobacteraceae	-1.78707135566754	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Sphingomonadaceae	3.91036766342617	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Sporichthyaceae	-1.77698428280934	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Staphylococcaceae	-1.61469090908076	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Steroidobacteraceae	-1.13921308613567	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Streptomycetaceae	1.69135608137293	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Streptosporangiaceae	-1.9952298729788	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Sutterellaceae	-1.93776520956712	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Thermoanaerobaculaceae	0.594794439326051	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Thermomonosporaceae	0.95776005323782	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
TRA3-20	0.251687370951259	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Unknown_Family	-2.03683854480869	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Xanthobacteraceae	3.93575317931686	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
Xanthomonadaceae	2.47873731712795	arabidopsis_thaliana_rhizosphere_vs_chlamydomonas_reinhardtii_phycosphere	Others
67-14	0.0101058438851354	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
A21b	-1.07021419661796	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
A4b	2.00831830972338	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Acidobacteriaceae_(Subgroup_1)	-1.48431628830819	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Acidobacteriae_fa	1.85905559803737	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Acidothermaceae	-1.46222192991404	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
AKYH767	-2.68465730208562	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Alcaligenaceae	-1.26656457932697	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Alicyclobacillaceae	0.685554736192401	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
B1-7BS	-0.613932561586687	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Bacillaceae	-0.923675243589372	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Bacteriovoracaceae	-2.53884332155665	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Bdellovibrionaceae	1.28581569385299	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Beijerinckiaceae	-0.725705292977779	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
BIrii41	-1.18281037180639	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Bryobacteraceae	-1.66340629939103	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Burkholderiaceae	-1.56463888331697	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Catenulisporaceae	-3.33003662115774	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Caulobacteraceae	3.03354432424913	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Cellulomonadaceae	-0.402336778286909	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Cellvibrionaceae	-0.941049664375484	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Chitinophagaceae	2.59770906021682	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Chloroflexaceae	-1.03796715866874	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Clostridiaceae	-0.992258895451222	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Comamonadaceae	3.75935596250176	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Crocinitomicaceae	2.72115290190663	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Cytophagaceae	-0.438857320541707	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Deinococcaceae	-0.0774201798367713	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Devosiaceae	-1.29219004113582	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Dongiaceae	1.83797383801652	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Enterobacteriaceae	-0.750422921052269	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Entotheonellaceae	3.42990703797861	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
env.OPS_17	-3.8971790286156	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Erwiniaceae	0.285309681217953	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Fibrobacteraceae	0.5393043577184	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Flavobacteriaceae	-0.235545123716214	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Frankiaceae	-2.52506624115301	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Gaiellaceae	-2.22574233298887	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Geminicoccaceae	-3.48778899280224	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Gemmatimonadaceae	-0.030695583443098	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Geobacteraceae	-1.62060170329533	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Geodermatophilaceae	3.46082739260566	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Glycomycetaceae	0.0399557013079601	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Gracilibacteraceae	-1.47924991624595	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Haliangiaceae	0.79768437192579	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Herpetosiphonaceae	-4.49241881523879	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Hymenobacteraceae	0.32039902367142	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Hyphomicrobiaceae	2.9904427830712	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Hyphomonadaceae	-0.121382020315842	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Iamiaceae	0.455838452435223	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Ilumatobacteraceae	-1.99499970304507	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Intrasporangiaceae	-0.209140821312317	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
KF-JG30-B3	-0.594762732714884	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Kineosporiaceae	0.412812124045267	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Latescibacteraceae	-0.842664591237209	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Leptospiraceae	0.451725646031349	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Methyloligellaceae	-0.334240628793232	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Methylophilaceae	-0.197360982747995	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Microbacteriaceae	0.701093560913954	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
Micrococcaceae	1.88700981132779	arabidopsis_thaliana_rhizosphere_vs_CAS	Others
