Group	Number_of_ASVs	Compartment
12	19	lotus_japonicus_rhizosphere
120	2	lotus_japonicus_rhizosphere
121	16	lotus_japonicus_rhizosphere
122	5	lotus_japonicus_rhizosphere
123	2	lotus_japonicus_rhizosphere
124	3	lotus_japonicus_rhizosphere
125	3	lotus_japonicus_rhizosphere
126	2	lotus_japonicus_rhizosphere
127	6	lotus_japonicus_rhizosphere
128	2	lotus_japonicus_rhizosphere
129	1	lotus_japonicus_rhizosphere
13	9	lotus_japonicus_rhizosphere
130	5	lotus_japonicus_rhizosphere
131	4	lotus_japonicus_rhizosphere
132	4	lotus_japonicus_rhizosphere
133	8	lotus_japonicus_rhizosphere
14	16	lotus_japonicus_rhizosphere
15	19	lotus_japonicus_rhizosphere
16	15	lotus_japonicus_rhizosphere
17	10	lotus_japonicus_rhizosphere
18	30	lotus_japonicus_rhizosphere
19	16	lotus_japonicus_rhizosphere
2	14	lotus_japonicus_rhizosphere
20	52	lotus_japonicus_rhizosphere
21	19	lotus_japonicus_rhizosphere
22	31	lotus_japonicus_rhizosphere
23	14	lotus_japonicus_rhizosphere
24	34	lotus_japonicus_rhizosphere
25	45	lotus_japonicus_rhizosphere
26	41	lotus_japonicus_rhizosphere
27	2	lotus_japonicus_rhizosphere
28	10	lotus_japonicus_rhizosphere
29	19	lotus_japonicus_rhizosphere
3	7	lotus_japonicus_rhizosphere
30	27	lotus_japonicus_rhizosphere
31	15	lotus_japonicus_rhizosphere
32	4	lotus_japonicus_rhizosphere
33	3	lotus_japonicus_rhizosphere
34	3	lotus_japonicus_rhizosphere
35	21	lotus_japonicus_rhizosphere
36	28	lotus_japonicus_rhizosphere
37	2	lotus_japonicus_rhizosphere
38	2	lotus_japonicus_rhizosphere
39	30	lotus_japonicus_rhizosphere
4	10	lotus_japonicus_rhizosphere
40	6	lotus_japonicus_rhizosphere
41	16	lotus_japonicus_rhizosphere
42	3	lotus_japonicus_rhizosphere
43	4	lotus_japonicus_rhizosphere
44	5	lotus_japonicus_rhizosphere
45	4	lotus_japonicus_rhizosphere
46	12	lotus_japonicus_rhizosphere
47	16	lotus_japonicus_rhizosphere
48	14	lotus_japonicus_rhizosphere
49	6	lotus_japonicus_rhizosphere
5	13	lotus_japonicus_rhizosphere
50	6	lotus_japonicus_rhizosphere
51	24	lotus_japonicus_rhizosphere
52	7	lotus_japonicus_rhizosphere
53	8	lotus_japonicus_rhizosphere
54	4	lotus_japonicus_rhizosphere
56	49	lotus_japonicus_rhizosphere
57	7	lotus_japonicus_rhizosphere
58	15	lotus_japonicus_rhizosphere
59	13	lotus_japonicus_rhizosphere
6	25	lotus_japonicus_rhizosphere
60	16	lotus_japonicus_rhizosphere
61	20	lotus_japonicus_rhizosphere
62	12	lotus_japonicus_rhizosphere
63	6	lotus_japonicus_rhizosphere
64	17	lotus_japonicus_rhizosphere
66	2	lotus_japonicus_rhizosphere
67	25	lotus_japonicus_rhizosphere
68	3	lotus_japonicus_rhizosphere
69	2	lotus_japonicus_rhizosphere
7	5	lotus_japonicus_rhizosphere
70	6	lotus_japonicus_rhizosphere
71	3	lotus_japonicus_rhizosphere
72	3	lotus_japonicus_rhizosphere
73	25	lotus_japonicus_rhizosphere
74	4	lotus_japonicus_rhizosphere
75	14	lotus_japonicus_rhizosphere
76	5	lotus_japonicus_rhizosphere
77	8	lotus_japonicus_rhizosphere
78	2	lotus_japonicus_rhizosphere
79	2	lotus_japonicus_rhizosphere
8	6	lotus_japonicus_rhizosphere
81	3	lotus_japonicus_rhizosphere
82	13	lotus_japonicus_rhizosphere
83	6	lotus_japonicus_rhizosphere
84	6	lotus_japonicus_rhizosphere
85	21	lotus_japonicus_rhizosphere
86	5	lotus_japonicus_rhizosphere
87	1	lotus_japonicus_rhizosphere
88	2	lotus_japonicus_rhizosphere
89	3	lotus_japonicus_rhizosphere
9	22	lotus_japonicus_rhizosphere
90	8	lotus_japonicus_rhizosphere
91	5	lotus_japonicus_rhizosphere
92	2	lotus_japonicus_rhizosphere
93	4	lotus_japonicus_rhizosphere
94	4	lotus_japonicus_rhizosphere
95	8	lotus_japonicus_rhizosphere
96	5	lotus_japonicus_rhizosphere
97	2	lotus_japonicus_rhizosphere
98	2	lotus_japonicus_rhizosphere
99	1	lotus_japonicus_rhizosphere
