Sample_ID	RA_rep	Host.Species	Compartment	Soil
bourceret_2016_00138	0.5875	zea_mays_l	soil	DEMO
bourceret_2016_00139	0.7165	zea_mays_l	soil	DEMO
bourceret_2016_00140	0.6385	zea_mays_l	soil	DEMO
bourceret_2016_00141	0.6735	zea_mays_l	soil	DEMO
bourceret_2016_00142	0.586	zea_mays_l	soil	DEMO
bourceret_2016_00143	0.6605	zea_mays_l	soil	DEMO
bourceret_2016_00144	0.79	zea_mays_l	soil	DOK
bourceret_2016_00145	0.844	zea_mays_l	soil	DOK
bourceret_2016_00146	0.8685	zea_mays_l	soil	DOK
bourceret_2016_00147	0.8265	zea_mays_l	soil	DOK
bourceret_2016_00148	0.7715	zea_mays_l	soil	DOK
bourceret_2016_00149	0.8065	zea_mays_l	soil	DOK
bourceret_2016_00150	0.826	zea_mays_l	soil	DOK
bourceret_2016_00151	0.716	zea_mays_l	soil	DOK
bourceret_2016_00152	0.5505	zea_mays_l	soil	DOK
bourceret_2016_00153	0.8575	zea_mays_l	soil	DOK
bourceret_2016_00154	0.848	zea_mays_l	soil	DOK
bourceret_2016_00155	0.7805	zea_mays_l	soil	DOK
bourceret_2016_00156	0.8075	zea_mays_l	soil	DOK
bourceret_2016_00157	0.8005	zea_mays_l	soil	DOK
bourceret_2016_00158	0.8635	zea_mays_l	soil	DOK
bourceret_2016_00159	0.8615	zea_mays_l	soil	DOK
bourceret_2016_00160	0.84	zea_mays_l	soil	DOK
bourceret_2016_00161	0.86	zea_mays_l	soil	DOK
bourceret_2016_00162	0.856	zea_mays_l	soil	DOK
bourceret_2016_00163	0.8205	zea_mays_l	soil	DOK
bourceret_2016_00164	0.761	zea_mays_l	soil	DOK
bourceret_2016_00165	0.813	zea_mays_l	soil	DOK
bourceret_2016_00166	0.8285	zea_mays_l	soil	DOK
bourceret_2016_00167	0.5815	zea_mays_l	soil	DOK
bourceret_2016_00168	0.815	zea_mays_l	soil	DOK
bourceret_2016_00169	0.747	zea_mays_l	soil	DOK
bourceret_2016_00170	0.8235	zea_mays_l	soil	DOK
bourceret_2016_00171	0.8065	zea_mays_l	soil	DOK
bourceret_2016_00172	0.795	zea_mays_l	soil	DOK
bourceret_2016_00173	0.778	zea_mays_l	soil	DOK
bourceret_2016_00174	0.7815	zea_mays_l	soil	DOK
bourceret_2016_00175	0.7045	zea_mays_l	soil	DOK
bourceret_2016_00176	0.7595	zea_mays_l	soil	DOK
bourceret_2016_00177	0.8165	zea_mays_l	soil	DOK
bourceret_2016_00178	0.757	zea_mays_l	soil	DOK
bourceret_2016_00179	0.761	zea_mays_l	soil	DOK
bourceret_2016_00180	0.8035	zea_mays_l	soil	DOK
bourceret_2016_00181	0.749	zea_mays_l	soil	DOK
bourceret_2016_00182	0.6785	zea_mays_l	soil	DOK
bourceret_2016_00183	0.7945	zea_mays_l	soil	DOK
bourceret_2016_00184	0.7545	zea_mays_l	soil	DOK
bourceret_2016_00185	0.821	zea_mays_l	soil	DOK
bourceret_2016_00186	0.776	zea_mays_l	soil	DOK
bourceret_2016_00187	0.763	zea_mays_l	soil	DOK
bourceret_2016_00188	0.7125	zea_mays_l	soil	DOK
bourceret_2016_00189	0.482	zea_mays_l	soil	DOK
bourceret_2016_00190	0.559	zea_mays_l	soil	DOK
bourceret_2016_00191	0.7575	zea_mays_l	soil	DOK
bourceret_2018_00001	0.7165	zea_mays_l	root	DEMO
bourceret_2018_00002	0.9275	zea_mays_l	root	DEMO
bourceret_2018_00003	0.9085	zea_mays_l	root	DEMO
bourceret_2018_00004	0.9695	zea_mays_l	root	DEMO
bourceret_2018_00005	0.7825	zea_mays_l	root	DEMO
bourceret_2018_00006	0.93	zea_mays_l	root	DEMO
bourceret_2018_00007	0.763	zea_mays_l	root	DEMO
bourceret_2018_00008	0.776	zea_mays_l	root	DEMO
bourceret_2018_00009	0.9425	zea_mays_l	root	DEMO
bourceret_2018_00010	0.897	zea_mays_l	root	DEMO
bourceret_2018_00011	0.982	zea_mays_l	root	DEMO
bourceret_2018_00012	0.907	zea_mays_l	root	DEMO
bourceret_2018_00013	0.5875	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00014	0.825	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00015	0.7235	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00016	0.7715	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00017	0.6595	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00018	0.7405	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00019	0.6255	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00020	0.6625	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00021	0.7415	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00022	0.8765	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00023	0.8585	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00024	0.797	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00025	0.9715	zea_mays_l	root	DEMO
bourceret_2018_00026	0.96	zea_mays_l	root	DEMO
bourceret_2018_00027	0.926	zea_mays_l	root	DEMO
bourceret_2018_00028	0.918	zea_mays_l	root	DEMO
bourceret_2018_00029	0.927	zea_mays_l	root	DEMO
bourceret_2018_00030	0.9055	zea_mays_l	root	DEMO
bourceret_2018_00031	0.978	zea_mays_l	root	DEMO
bourceret_2018_00032	0.9425	zea_mays_l	root	DEMO
bourceret_2018_00033	0.922	zea_mays_l	root	DEMO
bourceret_2018_00034	0.882	zea_mays_l	root	DEMO
bourceret_2018_00035	0.9005	zea_mays_l	root	DEMO
bourceret_2018_00036	0.92	zea_mays_l	root	DEMO
bourceret_2018_00037	0.87	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00038	0.8485	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00039	0.766	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00040	0.7605	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00041	0.662	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00042	0.805	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00043	0.9065	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00044	0.8135	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00045	0.773	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00046	0.833	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00047	0.781	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00048	0.66	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00049	0.882	zea_mays_l	root	DEMO
bourceret_2018_00050	0.9215	zea_mays_l	root	DEMO
bourceret_2018_00051	0.781	zea_mays_l	root	DEMO
bourceret_2018_00052	0.9865	zea_mays_l	root	DEMO
bourceret_2018_00053	0.9755	zea_mays_l	root	DEMO
bourceret_2018_00054	0.944	zea_mays_l	root	DEMO
bourceret_2018_00055	0.93	zea_mays_l	root	DOK
bourceret_2018_00056	0.9205	zea_mays_l	root	DOK
bourceret_2018_00057	0.898	zea_mays_l	root	DOK
bourceret_2018_00058	0.833	zea_mays_l	root	DOK
bourceret_2018_00059	0.856	zea_mays_l	root	DOK
bourceret_2018_00060	0.9125	zea_mays_l	root	DOK
bourceret_2018_00061	0.888	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00062	0.735	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00063	0.7665	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00064	0.882	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00065	0.803	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00066	0.832	zea_mays_l	rhizosphere	DEMO
bourceret_2018_00067	0.862	zea_mays_l	rhizosphere	DOK
bourceret_2018_00068	0.8405	zea_mays_l	rhizosphere	DOK
bourceret_2018_00069	0.81	zea_mays_l	rhizosphere	DOK
bourceret_2018_00070	0.796	zea_mays_l	rhizosphere	DOK
bourceret_2018_00071	0.908	zea_mays_l	rhizosphere	DOK
bourceret_2018_00072	0.8505	zea_mays_l	rhizosphere	DOK
bourceret_2018_00073	0.9555	zea_mays_l	root	DOK
bourceret_2018_00074	0.8345	zea_mays_l	root	DOK
bourceret_2018_00075	0.9115	zea_mays_l	root	DOK
bourceret_2018_00076	0.821	zea_mays_l	root	DOK
bourceret_2018_00077	0.802	zea_mays_l	root	DOK
bourceret_2018_00078	0.9315	zea_mays_l	root	DOK
bourceret_2018_00079	0.9605	zea_mays_l	root	DOK
bourceret_2018_00080	0.967	zea_mays_l	root	DOK
bourceret_2018_00081	0.942	zea_mays_l	root	DOK
bourceret_2018_00082	0.6075	zea_mays_l	root	DOK
bourceret_2018_00083	0.798	zea_mays_l	root	DOK
bourceret_2018_00084	0.686	zea_mays_l	root	DOK
bourceret_2018_00085	0.857	zea_mays_l	rhizosphere	DOK
bourceret_2018_00086	0.836	zea_mays_l	rhizosphere	DOK
bourceret_2018_00087	0.8685	zea_mays_l	rhizosphere	DOK
bourceret_2018_00088	0.7895	zea_mays_l	rhizosphere	DOK
bourceret_2018_00089	0.8385	zea_mays_l	rhizosphere	DOK
bourceret_2018_00090	0.834	zea_mays_l	rhizosphere	DOK
bourceret_2018_00091	0.905	zea_mays_l	rhizosphere	DOK
bourceret_2018_00092	0.876	zea_mays_l	rhizosphere	DOK
bourceret_2018_00093	0.864	zea_mays_l	rhizosphere	DOK
bourceret_2018_00094	0.743	zea_mays_l	rhizosphere	DOK
bourceret_2018_00095	0.702	zea_mays_l	rhizosphere	DOK
bourceret_2018_00096	0.832	zea_mays_l	rhizosphere	DOK
bourceret_2018_00097	0.8515	zea_mays_l	root	DOK
bourceret_2018_00098	0.7655	zea_mays_l	root	DOK
bourceret_2018_00099	0.8445	zea_mays_l	root	DOK
bourceret_2018_00100	0.8995	zea_mays_l	root	DOK
bourceret_2018_00101	0.888	zea_mays_l	root	DOK
bourceret_2018_00102	0.822	zea_mays_l	root	DOK
bourceret_2018_00103	0.8475	zea_mays_l	root	DOK
bourceret_2018_00104	0.879	zea_mays_l	root	DOK
bourceret_2018_00105	0.8455	zea_mays_l	root	DOK
bourceret_2018_00106	0.866	zea_mays_l	root	DOK
bourceret_2018_00107	0.7595	zea_mays_l	root	DOK
bourceret_2018_00108	0.8005	zea_mays_l	root	DOK
bourceret_2018_00109	0.8215	zea_mays_l	rhizosphere	DOK
bourceret_2018_00110	0.8205	zea_mays_l	rhizosphere	DOK
bourceret_2018_00111	0.8355	zea_mays_l	rhizosphere	DOK
bourceret_2018_00112	0.761	zea_mays_l	rhizosphere	DOK
bourceret_2018_00113	0.679	zea_mays_l	rhizosphere	DOK
bourceret_2018_00114	0.7835	zea_mays_l	rhizosphere	DOK
bourceret_2018_00115	0.812	zea_mays_l	rhizosphere	DOK
bourceret_2018_00116	0.7825	zea_mays_l	rhizosphere	DOK
bourceret_2018_00117	0.7805	zea_mays_l	rhizosphere	DOK
bourceret_2018_00118	0.8655	zea_mays_l	rhizosphere	DOK
bourceret_2018_00119	0.834	zea_mays_l	rhizosphere	DOK
bourceret_2018_00120	0.674	zea_mays_l	rhizosphere	DOK
bourceret_2018_00121	0.841	zea_mays_l	root	DOK
bourceret_2018_00122	0.9485	zea_mays_l	root	DOK
bourceret_2018_00123	0.849	zea_mays_l	root	DOK
bourceret_2018_00124	0.942	zea_mays_l	root	DOK
bourceret_2018_00125	0.8675	zea_mays_l	root	DOK
bourceret_2018_00126	0.9425	zea_mays_l	root	DOK
bourceret_2018_00127	0.935	zea_mays_l	root	DOK
bourceret_2018_00128	0.795	zea_mays_l	root	DOK
bourceret_2018_00129	0.8725	zea_mays_l	root	DOK
bourceret_2018_00130	0.9005	zea_mays_l	root	DOK
bourceret_2018_00131	0.851	zea_mays_l	root	DOK
bourceret_2018_00132	0.9205	zea_mays_l	root	DOK
bourceret_2018_00133	0.817	zea_mays_l	rhizosphere	DOK
bourceret_2018_00134	0.8485	zea_mays_l	rhizosphere	DOK
bourceret_2018_00135	0.6925	zea_mays_l	rhizosphere	DOK
bourceret_2018_00136	0.839	zea_mays_l	rhizosphere	DOK
bourceret_2018_00137	0.86	zea_mays_l	rhizosphere	DOK
bourceret_2018_00138	0.849	zea_mays_l	rhizosphere	DOK
bourceret_2018_00139	0.8745	zea_mays_l	rhizosphere	DOK
bourceret_2018_00140	0.8105	zea_mays_l	rhizosphere	DOK
bourceret_2018_00141	0.851	zea_mays_l	rhizosphere	DOK
bourceret_2018_00142	0.836	zea_mays_l	rhizosphere	DOK
bourceret_2018_00143	0.8605	zea_mays_l	rhizosphere	DOK
bourceret_2018_00144	0.8395	zea_mays_l	rhizosphere	DOK
bourceret_2018_00145	0.947	zea_mays_l	root	DOK
bourceret_2018_00146	0.9515	zea_mays_l	root	DOK
bourceret_2018_00147	0.924	zea_mays_l	root	DOK
bourceret_2018_00148	0.874	zea_mays_l	root	DOK
bourceret_2018_00149	0.932	zea_mays_l	root	DOK
bourceret_2018_00150	0.905	zea_mays_l	root	DOK
bourceret_2018_00151	0.751	zea_mays_l	root	DOK
bourceret_2018_00152	0.8515	zea_mays_l	root	DOK
bourceret_2018_00153	0.934	zea_mays_l	root	DOK
bourceret_2018_00154	0.8695	zea_mays_l	root	DOK
bourceret_2018_00155	0.83	zea_mays_l	root	DOK
bourceret_2018_00156	0.914	zea_mays_l	root	DOK
bourceret_2018_00157	0.8585	zea_mays_l	rhizosphere	DOK
bourceret_2018_00158	0.922	zea_mays_l	rhizosphere	DOK
bourceret_2018_00159	0.8885	zea_mays_l	rhizosphere	DOK
bourceret_2018_00160	0.8245	zea_mays_l	rhizosphere	DOK
bourceret_2018_00161	0.8175	zea_mays_l	rhizosphere	DOK
bourceret_2018_00162	0.8385	zea_mays_l	rhizosphere	DOK
bourceret_2018_00163	0.7815	zea_mays_l	rhizosphere	DOK
bourceret_2018_00164	0.776	zea_mays_l	rhizosphere	DOK
bourceret_2018_00165	0.8705	zea_mays_l	rhizosphere	DOK
bourceret_2018_00166	0.8195	zea_mays_l	rhizosphere	DOK
bourceret_2018_00167	0.819	zea_mays_l	rhizosphere	DOK
bourceret_2018_00168	0.83	zea_mays_l	rhizosphere	DOK
bourceret_2018_00169	0.9365	zea_mays_l	root	DOK
bourceret_2018_00170	0.8545	zea_mays_l	root	DOK
bourceret_2018_00171	0.9385	zea_mays_l	root	DOK
bourceret_2018_00172	0.929	zea_mays_l	root	DOK
bourceret_2018_00173	0.921	zea_mays_l	root	DOK
bourceret_2018_00174	0.864	zea_mays_l	root	DOK
bourceret_2018_00175	0.8145	zea_mays_l	root	DOK
bourceret_2018_00176	0.6715	zea_mays_l	root	DOK
bourceret_2018_00177	0.855	zea_mays_l	root	DOK
bourceret_2018_00178	0.629	zea_mays_l	root	DOK
bourceret_2018_00179	0.7025	zea_mays_l	root	DOK
bourceret_2018_00180	0.8145	zea_mays_l	root	DOK
bourceret_2018_00181	0.835	zea_mays_l	rhizosphere	DOK
bourceret_2018_00182	0.7595	zea_mays_l	rhizosphere	DOK
bourceret_2018_00183	0.91	zea_mays_l	rhizosphere	DOK
bourceret_2018_00184	0.8115	zea_mays_l	rhizosphere	DOK
bourceret_2018_00185	0.885	zea_mays_l	rhizosphere	DOK
bourceret_2018_00186	0.8415	zea_mays_l	rhizosphere	DOK
bourceret_2018_00187	0.6605	zea_mays_l	rhizosphere	DOK
bourceret_2018_00188	0.867	zea_mays_l	rhizosphere	DOK
bourceret_2018_00189	0.724	zea_mays_l	rhizosphere	DOK
bourceret_2018_00190	0.738	zea_mays_l	rhizosphere	DOK
bourceret_2018_00191	0.7365	zea_mays_l	rhizosphere	DOK
bourceret_2018_00192	0.7405	zea_mays_l	rhizosphere	DOK
bourceret_2018_00193	0.408	zea_mays_l	root	DOK
bourceret_2018_00194	0.7475	zea_mays_l	root	DOK
bourceret_2018_00195	0.6605	zea_mays_l	root	DOK
bourceret_2018_00196	0.7215	zea_mays_l	root	DOK
bourceret_2018_00197	0.7775	zea_mays_l	root	DOK
bourceret_2018_00198	0.9045	zea_mays_l	root	DOK
bourceret_2018_00199	0.9585	zea_mays_l	root	DOK
bourceret_2018_00200	0.8845	zea_mays_l	root	DOK
bourceret_2018_00201	0.9105	zea_mays_l	root	DOK
bourceret_2018_00202	0.8085	zea_mays_l	root	DOK
bourceret_2018_00203	0.8955	zea_mays_l	root	DOK
bourceret_2018_00204	0.9475	zea_mays_l	root	DOK
bourceret_2018_00205	0.7545	zea_mays_l	rhizosphere	DOK
bourceret_2018_00206	0.7545	zea_mays_l	rhizosphere	DOK
bourceret_2018_00207	0.626	zea_mays_l	rhizosphere	DOK
bourceret_2018_00208	0.637	zea_mays_l	rhizosphere	DOK
bourceret_2018_00209	0.8465	zea_mays_l	rhizosphere	DOK
bourceret_2018_00210	0.872	zea_mays_l	rhizosphere	DOK
bourceret_2018_00211	0.882	zea_mays_l	rhizosphere	DOK
bourceret_2018_00212	0.808	zea_mays_l	rhizosphere	DOK
bourceret_2018_00213	0.82	zea_mays_l	rhizosphere	DOK
bourceret_2018_00214	0.8275	zea_mays_l	rhizosphere	DOK
bourceret_2018_00215	0.824	zea_mays_l	rhizosphere	DOK
bourceret_2018_00216	0.855	zea_mays_l	rhizosphere	DOK
bourceret_2018_00217	0.8925	zea_mays_l	root	DOK
bourceret_2018_00218	0.879	zea_mays_l	root	DOK
bourceret_2018_00219	0.556	zea_mays_l	root	DOK
bourceret_2018_00220	0.8675	zea_mays_l	root	DOK
bourceret_2018_00221	0.919	zea_mays_l	root	DOK
bourceret_2018_00222	0.725	zea_mays_l	root	DOK
bourceret_2018_00223	0.7235	zea_mays_l	root	DOK
bourceret_2018_00224	0.708	zea_mays_l	root	DOK
bourceret_2018_00225	0.8485	zea_mays_l	root	DOK
bourceret_2018_00226	0.83	zea_mays_l	root	DOK
bourceret_2018_00227	0.969	zea_mays_l	root	DOK
bourceret_2018_00228	0.975	zea_mays_l	root	DOK
bourceret_2018_00229	0.776	zea_mays_l	rhizosphere	DOK
bourceret_2018_00230	0.759	zea_mays_l	rhizosphere	DOK
bourceret_2018_00231	0.816	zea_mays_l	rhizosphere	DOK
bourceret_2018_00232	0.817	zea_mays_l	rhizosphere	DOK
bourceret_2018_00233	0.872	zea_mays_l	rhizosphere	DOK
bourceret_2018_00234	0.8145	zea_mays_l	rhizosphere	DOK
bourceret_2018_00235	0.739	zea_mays_l	rhizosphere	DOK
bourceret_2018_00236	0.8015	zea_mays_l	rhizosphere	DOK
bourceret_2018_00237	0.73	zea_mays_l	rhizosphere	DOK
bourceret_2018_00238	0.818	zea_mays_l	rhizosphere	DOK
bourceret_2018_00239	0.878	zea_mays_l	rhizosphere	DOK
bourceret_2018_00240	0.831	zea_mays_l	rhizosphere	DOK
bourceret_2018_00241	0.8515	zea_mays_l	soil	DOK
